LON;LAT;NUMBER;STREET
18.0369803;59.3447066;1;Hedemoratäppan
18.0372702;59.3446639;2;Hedemoratäppan
18.036828;59.3448818;3;Hedemoratäppan
18.0927658;59.3414367;3;Hedinsgatan
18.0925282;59.3414222;3A;Hedinsgatan
18.093202;59.3419072;5;Hedinsgatan
18.0933097;59.3421357;7;Hedinsgatan
18.0933838;59.3423398;9;Hedinsgatan
18.0939462;59.3428289;11;Hedinsgatan
18.0942922;59.3432968;13;Hedinsgatan
18.0946194;59.3437697;15;Hedinsgatan
18.0949333;59.3442571;17;Hedinsgatan
18.0481281;59.3441841;1;Heimdalsgatan
18.0483401;59.3443401;2;Heimdalsgatan
18.0479486;59.3443685;3;Heimdalsgatan
18.048242;59.3444391;4;Heimdalsgatan
18.0477991;59.3445206;5;Heimdalsgatan
18.0481;59.3445827;6;Heimdalsgatan
18.0476247;59.3446898;7;Heimdalsgatan
18.0479117;59.344773;8;Heimdalsgatan
18.0442491;59.3201992;2A;Heleneborgsgatan
18.0447794;59.3203767;2B;Heleneborgsgatan
18.0445221;59.3201069;2C;Heleneborgsgatan
18.0450682;59.3202858;2D;Heleneborgsgatan
18.0455216;59.3204523;2E;Heleneborgsgatan
18.0462284;59.3206631;2F;Heleneborgsgatan
18.0446931;59.3199961;2G;Heleneborgsgatan
18.0389297;59.3192367;3;Heleneborgsgatan
18.0437148;59.3198604;4A;Heleneborgsgatan
18.0433552;59.3200788;4B;Heleneborgsgatan
18.038647;59.3192107;5A;Heleneborgsgatan
18.0383087;59.3191795;5B;Heleneborgsgatan
18.0385186;59.3189212;5C;Heleneborgsgatan
18.0428746;59.3198974;6A;Heleneborgsgatan
18.0428774;59.3200324;6B;Heleneborgsgatan
18.0431043;59.3200525;6C;Heleneborgsgatan
18.0380236;59.3190935;7;Heleneborgsgatan
18.0381539;59.3191638;7A;Heleneborgsgatan
18.0381244;59.3187895;7B;Heleneborgsgatan
18.0378571;59.3191354;7C;Heleneborgsgatan
18.0426295;59.3198763;8A;Heleneborgsgatan
18.0425971;59.3200079;8B;Heleneborgsgatan
18.0423319;59.3199831;8C;Heleneborgsgatan
18.0375499;59.3190483;9;Heleneborgsgatan
18.0375817;59.3191116;9A;Heleneborgsgatan
18.0376112;59.3188687;9B;Heleneborgsgatan
18.0376578;59.3187314;9C;Heleneborgsgatan
18.0418825;59.319956;10A;Heleneborgsgatan
18.0419307;59.3198269;10B;Heleneborgsgatan
18.0371857;59.3190756;11A;Heleneborgsgatan
18.0369337;59.3190488;11B;Heleneborgsgatan
18.0371337;59.3188585;11C;Heleneborgsgatan
18.0371839;59.3187174;11D;Heleneborgsgatan
18.0403366;59.3197622;12A;Heleneborgsgatan
18.0403231;59.3198325;12B;Heleneborgsgatan
18.0367393;59.3190345;13A;Heleneborgsgatan
18.0364087;59.3190033;13B;Heleneborgsgatan
18.0366283;59.318841;13C;Heleneborgsgatan
18.036661;59.3187493;13D;Heleneborgsgatan
18.0395388;59.3194761;14;Heleneborgsgatan
18.0362561;59.3187159;15;Heleneborgsgatan
18.0362589;59.3189901;15A;Heleneborgsgatan
18.0360051;59.3189666;15B;Heleneborgsgatan
18.0389141;59.3194121;16;Heleneborgsgatan
18.0357038;59.3189387;17;Heleneborgsgatan
18.03483;59.3188567;19;Heleneborgsgatan
18.0383376;59.3196717;20;Heleneborgsgatan
18.034519;59.3188293;21A;Heleneborgsgatan
18.0343683;59.3188153;21B;Heleneborgsgatan
18.0344456;59.318573;21C;Heleneborgsgatan
18.0383111;59.3194122;22;Heleneborgsgatan
18.0339651;59.3185802;23A;Heleneborgsgatan
18.0338928;59.3187712;23B;Heleneborgsgatan
18.0337268;59.3187554;23C;Heleneborgsgatan
18.0377179;59.3196528;24;Heleneborgsgatan
18.0334733;59.3187325;25A;Heleneborgsgatan
18.0331879;59.3187065;25B;Heleneborgsgatan
18.0333956;59.3185091;25C;Heleneborgsgatan
18.0378668;59.3193701;26;Heleneborgsgatan
18.0327993;59.3186704;27;Heleneborgsgatan
18.0329282;59.3184412;27A;Heleneborgsgatan
18.0376605;59.3193013;28A;Heleneborgsgatan
18.0374127;59.3192783;28B;Heleneborgsgatan
18.0371057;59.3193035;30;Heleneborgsgatan
18.0371997;59.3195684;30A;Heleneborgsgatan
18.0369032;59.3195411;30B;Heleneborgsgatan
18.037198;59.3193132;30C;Heleneborgsgatan
18.0370094;59.3192369;30D;Heleneborgsgatan
18.0369638;59.3192369;32;Heleneborgsgatan
18.0367175;59.3192134;34;Heleneborgsgatan
18.0363828;59.3194626;36;Heleneborgsgatan
18.0364156;59.3193918;36A;Heleneborgsgatan
18.0363548;59.3195324;36B;Heleneborgsgatan
18.0360553;59.3194454;38;Heleneborgsgatan
18.036066;59.3193892;38A;Heleneborgsgatan
18.0360346;59.3195091;38B;Heleneborgsgatan
18.0360642;59.3191527;40;Heleneborgsgatan
18.0354373;59.3190957;42;Heleneborgsgatan
18.0348121;59.319038;44;Heleneborgsgatan
18.034871;59.3190925;44A;Heleneborgsgatan
18.0347249;59.3190771;44B;Heleneborgsgatan
18.0342442;59.3189858;46;Heleneborgsgatan
18.0338623;59.3189508;48;Heleneborgsgatan
18.0335838;59.3189239;50;Heleneborgsgatan
18.0332396;59.3188926;52;Heleneborgsgatan
18.033018;59.3188723;54;Heleneborgsgatan
18.0684721;59.3253295;1A;Helga Lekamens Gränd
18.0682629;59.3252659;3;Helga Lekamens Gränd
18.068105;59.3252069;5;Helga Lekamens Gränd
18.0694171;59.310332;30;Helgagatan
18.0694991;59.310178;32;Helgagatan
18.0700192;59.30989;33;Helgagatan
18.0703521;59.3095205;35;Helgagatan
18.070009;59.3090056;36A;Helgagatan
18.0700598;59.3090909;36B;Helgagatan
18.0701134;59.3091829;36C;Helgagatan
18.0699795;59.309383;36D;Helgagatan
18.0698503;59.3095319;36E;Helgagatan
18.069709;59.3096435;36F;Helgagatan
18.069435;59.3095835;36G;Helgagatan
18.069286;59.3094802;36H;Helgagatan
18.0693338;59.3094593;36I;Helgagatan
18.0693989;59.3093308;36K;Helgagatan
18.0694062;59.3091993;36L;Helgagatan
18.0693741;59.309075;36M;Helgagatan
18.0693392;59.3089341;36N;Helgagatan
18.069579;59.3088582;36O;Helgagatan
18.06992;59.3088144;36P;Helgagatan
18.0705036;59.3084932;39;Helgagatan
18.0699725;59.3103173;1;Helgalunden
18.0706177;59.3099715;2;Helgalunden
18.070164;59.3103428;3;Helgalunden
18.0704541;59.3103815;5;Helgalunden
18.0706485;59.3104074;7;Helgalunden
18.070814;59.3104295;9;Helgalunden
18.0712904;59.3104661;11;Helgalunden
18.0714058;59.3102463;13;Helgalunden
18.0716709;59.3097228;17;Helgalunden
18.0717154;59.3096349;19;Helgalunden
18.0947055;59.3012216;1;Heliosgatan
18.0946639;59.3015618;3;Heliosgatan
18.0954726;59.3025329;10;Heliosgatan
18.0944844;59.3021549;11;Heliosgatan
18.0941691;59.3027605;13;Heliosgatan
18.0927533;59.3028282;19;Heliosgatan
18.0930901;59.3029106;21;Heliosgatan
18.0955331;59.3031303;22;Heliosgatan
18.0934533;59.3029642;23;Heliosgatan
18.0949703;59.3032402;24;Heliosgatan
18.0933161;59.3031231;25;Heliosgatan
18.094465;59.3033933;26;Heliosgatan
18.0931619;59.303288;27;Heliosgatan
18.0941833;59.3031601;28;Heliosgatan
18.0930103;59.30345;29;Heliosgatan
18.0940998;59.3030928;30;Heliosgatan
18.092927;59.3035072;31;Heliosgatan
18.0928892;59.303546;31A;Heliosgatan
18.0939559;59.3030732;32;Heliosgatan
18.0924232;59.3040783;33;Heliosgatan
18.0938311;59.3030561;34;Heliosgatan
18.0922898;59.3042208;35;Heliosgatan
18.0936183;59.3031954;36;Heliosgatan
18.0921797;59.3043383;37;Heliosgatan
18.093537;59.3032794;38;Heliosgatan
18.0934179;59.3034091;40;Heliosgatan
18.0917161;59.3048323;41;Heliosgatan
18.0932143;59.3036263;42;Heliosgatan
18.0915776;59.3049801;43;Heliosgatan
18.0914205;59.3051483;45;Heliosgatan
18.0925799;59.3043045;46;Heliosgatan
18.0912782;59.3053002;47;Heliosgatan
18.092005;59.3049715;50;Heliosgatan
18.0919061;59.3050254;52;Heliosgatan
18.0918512;59.3051023;54;Heliosgatan
18.0917909;59.3051639;56;Heliosgatan
18.0916927;59.3052627;58;Heliosgatan
18.0915954;59.3053729;60;Heliosgatan
18.0987781;59.3020152;18;Heliosgången
18.0989761;59.3019586;20;Heliosgången
18.105065;59.310793;20;Henriksdalsallén
18.1052669;59.310587;21;Henriksdalsallén
18.1051973;59.3105723;21X;Henriksdalsallén
18.1048953;59.310866;22;Henriksdalsallén
18.1044773;59.3106179;24A;Henriksdalsallén
18.1042129;59.3106719;24B;Henriksdalsallén
18.1041429;59.3105793;26A;Henriksdalsallén
18.1044235;59.3105471;26B;Henriksdalsallén
18.1044375;59.3098374;27;Henriksdalsallén
18.1041844;59.3101377;28;Henriksdalsallén
18.1042946;59.3098068;29;Henriksdalsallén
18.1039416;59.309855;30;Henriksdalsallén
18.1042676;59.3097729;31;Henriksdalsallén
18.1037236;59.3097058;32;Henriksdalsallén
18.1041043;59.3095973;33;Henriksdalsallén
18.1037357;59.3096046;34;Henriksdalsallén
18.1039832;59.3093982;35;Henriksdalsallén
18.1036382;59.3094991;36;Henriksdalsallén
18.1039478;59.3093519;37;Henriksdalsallén
18.1058049;59.308092;2;Henriksdalskajen
18.105541;59.3078856;4;Henriksdalskajen
18.1036775;59.3081951;8;Henriksdalskajen
18.1034369;59.3082548;10;Henriksdalskajen
18.1031514;59.3083292;10A;Henriksdalskajen
18.1028471;59.3083407;12;Henriksdalskajen
18.0661586;59.3305469;1;Herkulesgatan
18.0658852;59.3304768;3;Herkulesgatan
18.0658196;59.3304643;5;Herkulesgatan
18.065723;59.3304437;7;Herkulesgatan
18.0656478;59.3304231;9;Herkulesgatan
18.0655231;59.3303907;11;Herkulesgatan
18.0659599;59.3305992;12;Herkulesgatan
18.0652657;59.3303259;13;Herkulesgatan
18.0656915;59.3305295;14;Herkulesgatan
18.065289;59.3304251;16;Herkulesgatan
18.0634411;59.3298172;19;Herkulesgatan
18.0642968;59.3302072;20;Herkulesgatan
18.0640279;59.330111;22;Herkulesgatan
18.0637102;59.3300289;24;Herkulesgatan
18.0633113;59.3299256;26;Herkulesgatan
18.063095;59.3298697;28;Herkulesgatan
18.0289512;59.3027799;1;Hildebergsvägen
18.0293845;59.3027862;2;Hildebergsvägen
18.0274455;59.3027633;3;Hildebergsvägen
18.0289361;59.3029498;4;Hildebergsvägen
18.0274557;59.3028168;5;Hildebergsvägen
18.0284313;59.3030461;6;Hildebergsvägen
18.0284877;59.302762;7;Hildebergsvägen
18.0278291;59.3030666;8;Hildebergsvägen
18.0284752;59.3028149;9;Hildebergsvägen
18.0273211;59.3030102;10;Hildebergsvägen
18.0268596;59.3028895;12;Hildebergsvägen
18.0263806;59.3027435;14;Hildebergsvägen
18.0267328;59.302695;16;Hildebergsvägen
18.0270917;59.3026581;18;Hildebergsvägen
18.0274581;59.3026331;20;Hildebergsvägen
18.0278938;59.3026197;22;Hildebergsvägen
18.0282554;59.3026218;24;Hildebergsvägen
18.0286245;59.3026364;26;Hildebergsvägen
18.0289826;59.3026629;28;Hildebergsvägen
18.0584009;59.3095248;2;Hjalmar Cederströms Gata
18.0603934;59.3089463;3;Hjalmar Cederströms Gata
18.0569075;59.3094003;4;Hjalmar Cederströms Gata
18.060291;59.3087937;5;Hjalmar Cederströms Gata
18.0567808;59.3090726;6;Hjalmar Cederströms Gata
18.0610868;59.3087141;7;Hjalmar Cederströms Gata
18.0574153;59.3089904;8;Hjalmar Cederströms Gata
18.0608392;59.3084159;9;Hjalmar Cederströms Gata
18.057738;59.309219;10;Hjalmar Cederströms Gata
18.0594536;59.3085013;11;Hjalmar Cederströms Gata
18.057673;59.3090104;12;Hjalmar Cederströms Gata
18.0591839;59.3086819;13;Hjalmar Cederströms Gata
18.058012;59.308942;14;Hjalmar Cederströms Gata
18.0581942;59.3089272;16;Hjalmar Cederströms Gata
18.0586479;59.3088418;18;Hjalmar Cederströms Gata
18.0586604;59.3084894;20;Hjalmar Cederströms Gata
18.0099601;59.3318703;2;Hjalmar Söderbergs Väg
18.003583;59.3329386;10B;Hjalmar Söderbergs Väg
18.0028701;59.3328481;11;Hjalmar Söderbergs Väg
18.0013669;59.3332439;14;Hjalmar Söderbergs Väg
18.0013085;59.333349;14A;Hjalmar Söderbergs Väg
18.001443;59.3336129;14B;Hjalmar Söderbergs Väg
18.0015427;59.3337998;14C;Hjalmar Söderbergs Väg
18.0016607;59.3340146;14D;Hjalmar Söderbergs Väg
18.0006594;59.3333607;16;Hjalmar Söderbergs Väg
18.0008412;59.3334379;16A;Hjalmar Söderbergs Väg
18.0009801;59.3336984;16B;Hjalmar Söderbergs Väg
18.001067;59.3338604;16C;Hjalmar Söderbergs Väg
18.0012019;59.3341084;16D;Hjalmar Söderbergs Väg
17.9998825;59.3335484;18;Hjalmar Söderbergs Väg
17.9992875;59.3336023;20;Hjalmar Söderbergs Väg
18.0426866;59.3323381;1;Hjärnegatan
18.042669;59.3324884;2;Hjärnegatan
18.0421875;59.3324036;3;Hjärnegatan
18.0423039;59.332538;4;Hjärnegatan
18.0423816;59.3327504;4A;Hjärnegatan
18.0418682;59.3324454;5;Hjärnegatan
18.0419558;59.3325835;6;Hjärnegatan
18.0415548;59.3324864;7;Hjärnegatan
18.0415809;59.3326326;8;Hjärnegatan
18.0410836;59.3325479;9;Hjärnegatan
18.0411383;59.3326904;10;Hjärnegatan
18.0173511;59.3097133;3;Hojgränd
18.0614903;59.3354019;1;Holländargatan
18.0612777;59.3357814;3;Holländargatan
18.061506;59.3357199;4;Holländargatan
18.061341;59.3358862;6;Holländargatan
18.0610225;59.3363917;8A;Holländargatan
18.060786;59.3365061;8B;Holländargatan
18.0606008;59.3364602;9A;Holländargatan
18.0606086;59.3366288;10;Holländargatan
18.0604467;59.3366142;11;Holländargatan
18.0604128;59.3368805;12;Holländargatan
18.0603169;59.3367441;13;Holländargatan
18.0597155;59.3378077;14;Holländargatan
18.0588103;59.338424;16;Holländargatan
18.0592441;59.3378174;17A;Holländargatan
18.0591098;59.3379524;17B;Holländargatan
18.0586793;59.3385549;18;Holländargatan
18.0589185;59.3381449;19;Holländargatan
18.0583905;59.3388437;20;Holländargatan
18.0585734;59.3383621;21A;Holländargatan
18.0583545;59.3385787;21B;Holländargatan
18.0579963;59.3392378;22;Holländargatan
18.058226;59.3387071;23;Holländargatan
18.0578508;59.3393832;24;Holländargatan
18.05808;59.3388534;25;Holländargatan
18.0577101;59.3395241;26A;Holländargatan
18.0575815;59.3396525;26B;Holländargatan
18.0577075;59.3392197;27;Holländargatan
18.0576591;59.3391777;27A;Holländargatan
18.0576072;59.3392352;27B;Holländargatan
18.0574383;59.3397957;28;Holländargatan
18.0575175;59.3394154;29;Holländargatan
18.0571618;59.3393278;29A;Holländargatan
18.0573411;59.3398929;30;Holländargatan
18.0573562;59.3395768;31;Holländargatan
18.0568724;59.3403615;32;Holländargatan
18.0572014;59.3397314;33;Holländargatan
18.0567186;59.3405186;36;Holländargatan
18.0566202;59.3406136;38;Holländargatan
18.0563803;59.3408533;40;Holländargatan
18.0835259;59.3240812;2;Holmamiralens Torg
18.0831065;59.3241182;4;Holmamiralens Torg
18.0828053;59.323997;6;Holmamiralens Torg
18.0827266;59.3239069;8;Holmamiralens Torg
18.0830269;59.3238828;10;Holmamiralens Torg
18.0833532;59.3238784;12;Holmamiralens Torg
18.0837798;59.32385;14;Holmamiralens Torg
18.0839532;59.3240856;16;Holmamiralens Torg
18.0823547;59.3250575;2;Holmamiralens Väg
18.0824621;59.3249507;4;Holmamiralens Väg
18.0841687;59.3243198;10;Holmamiralens Väg
18.0187821;59.3386082;9;Hornsbergs Strand
18.0190139;59.338746;10;Hornsbergs Strand
18.0184432;59.3384809;11;Hornsbergs Strand
18.0173676;59.3393869;14A;Hornsbergs Strand
18.0171612;59.3392565;14B;Hornsbergs Strand
18.0151004;59.3393622;15A;Hornsbergs Strand
18.0150979;59.3395339;15B;Hornsbergs Strand
18.0147794;59.339731;15C;Hornsbergs Strand
18.0142763;59.3399414;15D;Hornsbergs Strand
18.013705;59.3400811;15E;Hornsbergs Strand
18.0131117;59.3401717;15F;Hornsbergs Strand
18.0132441;59.3400081;17;Hornsbergs Strand
18.0122454;59.3399129;19;Hornsbergs Strand
18.0149938;59.3401826;20;Hornsbergs Strand
18.0122265;59.340067;21;Hornsbergs Strand
18.0144733;59.3402617;22;Hornsbergs Strand
18.0123484;59.3400638;23;Hornsbergs Strand
18.0140574;59.3402595;24;Hornsbergs Strand
18.0123699;59.3402164;25;Hornsbergs Strand
18.0122156;59.3404669;26;Hornsbergs Strand
18.0115043;59.3399941;27;Hornsbergs Strand
18.0100323;59.3404482;27A;Hornsbergs Strand
18.009934;59.3404532;27B;Hornsbergs Strand
18.0101948;59.3404577;27C;Hornsbergs Strand
18.0094193;59.3404739;29;Hornsbergs Strand
18.0091989;59.3404339;31;Hornsbergs Strand
18.0091336;59.3404757;33;Hornsbergs Strand
18.0089902;59.3404677;35;Hornsbergs Strand
18.0088314;59.3404623;37;Hornsbergs Strand
18.0086383;59.3404668;39;Hornsbergs Strand
18.0083765;59.3404612;41;Hornsbergs Strand
18.0082942;59.3404651;43;Hornsbergs Strand
18.008193;59.3404605;45;Hornsbergs Strand
18.0080038;59.3404501;47;Hornsbergs Strand
18.0077962;59.3404357;49;Hornsbergs Strand
18.0076665;59.3404243;51;Hornsbergs Strand
18.0075058;59.3404076;53;Hornsbergs Strand
18.0074382;59.3403997;55;Hornsbergs Strand
18.007321;59.3403853;57;Hornsbergs Strand
18.0072011;59.3403692;59;Hornsbergs Strand
18.0070905;59.3403527;61;Hornsbergs Strand
18.0069884;59.3403359;63;Hornsbergs Strand
18.0068894;59.3403187;65;Hornsbergs Strand
18.0067425;59.340291;67;Hornsbergs Strand
18.0064341;59.3402236;69;Hornsbergs Strand
18.0063224;59.3401956;71;Hornsbergs Strand
18.0061921;59.3401633;73;Hornsbergs Strand
18.0060435;59.3401201;75;Hornsbergs Strand
18.0056883;59.3400022;77;Hornsbergs Strand
18.004307;59.3393289;83;Hornsbergs Strand
18.0040932;59.3392192;85;Hornsbergs Strand
18.0039876;59.3391652;87;Hornsbergs Strand
18.0037041;59.3390465;89;Hornsbergs Strand
18.0032718;59.3388716;91;Hornsbergs Strand
18.0029757;59.3387511;93;Hornsbergs Strand
18.0026059;59.3386007;95;Hornsbergs Strand
18.002446;59.3385359;97;Hornsbergs Strand
18.0022713;59.3384646;99;Hornsbergs Strand
18.0021511;59.3384158;101;Hornsbergs Strand
18.0073071;59.338804;17;Hornsbergsvägen
18.0071006;59.3389322;18;Hornsbergsvägen
18.0070496;59.3386813;19;Hornsbergsvägen
18.0070279;59.3388952;20;Hornsbergsvägen
18.006956;59.3388588;22;Hornsbergsvägen
18.0068619;59.3388108;24;Hornsbergsvägen
18.0067883;59.3387734;26;Hornsbergsvägen
18.0067105;59.3387338;28;Hornsbergsvägen
18.006648;59.338702;30;Hornsbergsvägen
18.0401451;59.3166458;1;Hornsbruksgatan
18.039797;59.3166022;3A;Hornsbruksgatan
18.03958;59.316575;3B;Hornsbruksgatan
18.0387348;59.3167142;4;Hornsbruksgatan
18.0391045;59.3165155;5A;Hornsbruksgatan
18.0390167;59.3165051;5B;Hornsbruksgatan
18.038466;59.3166251;6;Hornsbruksgatan
18.0388155;59.3164793;7;Hornsbruksgatan
18.0380579;59.3165738;8;Hornsbruksgatan
18.0384511;59.3164337;9;Hornsbruksgatan
18.0379576;59.3163718;11;Hornsbruksgatan
18.036646;59.3163883;12;Hornsbruksgatan
18.037592;59.3163261;13;Hornsbruksgatan
18.0371979;59.3162768;15A;Hornsbruksgatan
18.0370896;59.3162157;15B;Hornsbruksgatan
18.0365492;59.3161953;17;Hornsbruksgatan
18.0356338;59.3160807;19;Hornsbruksgatan
18.0360656;59.3161348;19A;Hornsbruksgatan
18.0354565;59.3160585;21;Hornsbruksgatan
18.0349336;59.316171;22;Hornsbruksgatan
18.0352939;59.3160431;23;Hornsbruksgatan
18.0347793;59.3161532;24;Hornsbruksgatan
18.0354501;59.3159779;25;Hornsbruksgatan
18.0345993;59.3161311;26;Hornsbruksgatan
18.0343649;59.3159155;27;Hornsbruksgatan
18.0344243;59.3161109;28;Hornsbruksgatan
18.0342352;59.3160881;30;Hornsbruksgatan
18.0701217;59.3197059;1;Hornsgatan
18.0700583;59.3200232;2;Hornsgatan
18.0698321;59.3196711;3;Hornsgatan
18.0698542;59.3199121;4;Hornsgatan
18.0698788;59.3200684;4A;Hornsgatan
18.0696851;59.3196428;5;Hornsgatan
18.0696954;59.319892;6;Hornsgatan
18.0690892;59.3195584;7A;Hornsgatan
18.0688245;59.3195231;7B;Hornsgatan
18.069533;59.3198739;8;Hornsgatan
18.0684418;59.3193778;9;Hornsgatan
18.0684427;59.3192896;11;Hornsgatan
18.0687924;59.3189885;13;Hornsgatan
18.0685506;59.3189586;15;Hornsgatan
18.068296;59.3190964;17;Hornsgatan
18.0685577;59.3197931;18;Hornsgatan
18.0680728;59.3192756;19;Hornsgatan
18.0684551;59.3197795;20;Hornsgatan
18.0682168;59.3197368;22;Hornsgatan
18.0680203;59.3196781;24;Hornsgatan
18.0674692;59.3196479;26A;Hornsgatan
18.0673589;59.3196349;26B;Hornsgatan
18.0674469;59.3197915;26C;Hornsgatan
18.0670586;59.3195675;28;Hornsgatan
18.06502;59.3190694;29A;Hornsgatan
18.0646307;59.3190208;29B;Hornsgatan
18.064275;59.3189763;29C;Hornsgatan
18.0639233;59.3189323;29D;Hornsgatan
18.0641161;59.3186777;29E;Hornsgatan
18.0641229;59.3185755;29F;Hornsgatan
18.064318;59.3186995;29G;Hornsgatan
18.0643984;59.3186097;29H;Hornsgatan
18.0668376;59.3195401;30;Hornsgatan
18.0635417;59.3188846;31;Hornsgatan
18.0629337;59.318771;31A;Hornsgatan
18.0622371;59.318688;31B;Hornsgatan
18.0666057;59.3195075;32A;Hornsgatan
18.0665372;59.3197046;32B;Hornsgatan
18.0618598;59.3186742;33A;Hornsgatan
18.061505;59.3186299;33B;Hornsgatan
18.0616792;59.3184163;33C;Hornsgatan
18.0661421;59.319494;34A;Hornsgatan
18.0660115;59.3195758;34B;Hornsgatan
18.0660349;59.3197178;34C;Hornsgatan
18.0661917;59.3196932;34D;Hornsgatan
18.0662221;59.3196272;34E;Hornsgatan
18.0612561;59.3186034;35;Hornsgatan
18.061342;59.3185651;35A;Hornsgatan
18.0612311;59.31855;35B;Hornsgatan
18.0657673;59.3194;36A;Hornsgatan
18.0655515;59.3194496;36B;Hornsgatan
18.0607065;59.3185342;37;Hornsgatan
18.0608062;59.3185024;37A;Hornsgatan
18.0606639;59.318484;37B;Hornsgatan
18.0654655;59.3193609;38A;Hornsgatan
18.0653126;59.319476;38B;Hornsgatan
18.065323;59.3195386;38C;Hornsgatan
18.059774;59.3184127;39A;Hornsgatan
18.0594031;59.3183728;39B;Hornsgatan
18.0650354;59.3193112;40;Hornsgatan
18.0591107;59.3183322;41;Hornsgatan
18.0647514;59.3193606;42A;Hornsgatan
18.0647411;59.3194486;42B;Hornsgatan
18.0587221;59.3182828;43;Hornsgatan
18.064504;59.3193393;44A;Hornsgatan
18.0645168;59.3194427;44B;Hornsgatan
18.0645806;59.3194926;44C;Hornsgatan
18.0583332;59.3182333;45;Hornsgatan
18.0643476;59.3192252;46;Hornsgatan
18.0579708;59.3181872;47;Hornsgatan
18.063996;59.3192284;48A;Hornsgatan
18.063942;59.3194126;48B;Hornsgatan
18.0575781;59.3181381;49;Hornsgatan
18.0635783;59.3192277;50A;Hornsgatan
18.0633642;59.3191023;50B;Hornsgatan
18.0637541;59.3192822;50C;Hornsgatan
18.0567791;59.3180387;51;Hornsgatan
18.0628556;59.3190379;52;Hornsgatan
18.0563912;59.3179903;53;Hornsgatan
18.0563494;59.3178014;53A;Hornsgatan
18.0623324;59.3189727;54;Hornsgatan
18.0560405;59.3179464;55;Hornsgatan
18.0561868;59.3177989;55A;Hornsgatan
18.0618324;59.3189102;56;Hornsgatan
18.0556239;59.3178943;57;Hornsgatan
18.0557163;59.3178606;57A;Hornsgatan
18.0555755;59.3178429;57B;Hornsgatan
18.0614799;59.3188662;58;Hornsgatan
18.0549608;59.3178122;59A;Hornsgatan
18.0547127;59.3177803;59B;Hornsgatan
18.0611361;59.3188231;60;Hornsgatan
18.0543926;59.3177399;61;Hornsgatan
18.0608187;59.3187834;62;Hornsgatan
18.0606776;59.3189445;62A;Hornsgatan
18.0540707;59.3176972;63;Hornsgatan
18.06048;59.3189572;64;Hornsgatan
18.0604979;59.3187433;64A;Hornsgatan
18.0601358;59.318698;64B;Hornsgatan
18.0537488;59.3176578;65;Hornsgatan
18.0595959;59.3186305;66;Hornsgatan
18.0594093;59.3186071;66A;Hornsgatan
18.0591225;59.3185713;66B;Hornsgatan
18.0534692;59.3176248;67;Hornsgatan
18.0588273;59.3185343;68;Hornsgatan
18.0588638;59.318714;68A;Hornsgatan
18.0586587;59.3187509;68B;Hornsgatan
18.0530941;59.3175777;69;Hornsgatan
18.0586436;59.3185072;70;Hornsgatan
18.0583743;59.3187368;70A;Hornsgatan
18.0584102;59.3186302;70B;Hornsgatan
18.0528509;59.3175474;71;Hornsgatan
18.0581794;59.3184533;72;Hornsgatan
18.058276;59.3185171;72A;Hornsgatan
18.0580167;59.3184876;72B;Hornsgatan
18.0524328;59.317495;73;Hornsgatan
18.0577267;59.3183967;74A;Hornsgatan
18.0572641;59.3183465;74B;Hornsgatan
18.0520066;59.3174417;75;Hornsgatan
18.0522513;59.3173039;75A;Hornsgatan
18.0519071;59.3172738;75B;Hornsgatan
18.0519249;59.3172575;75C;Hornsgatan
18.0564549;59.3183508;76A;Hornsgatan
18.0564662;59.3183251;76B;Hornsgatan
18.0567482;59.3183017;76C;Hornsgatan
18.0515799;59.3173883;77;Hornsgatan
18.051242;59.3173461;79;Hornsgatan
18.0499759;59.3171861;81;Hornsgatan
18.0547216;59.3180225;82;Hornsgatan
18.049502;59.3171272;83;Hornsgatan
18.0495142;59.3169044;83A;Hornsgatan
18.0543817;59.3179859;84;Hornsgatan
18.0491127;59.317076;85;Hornsgatan
18.0493228;59.3168829;85A;Hornsgatan
18.0540433;59.3179432;86;Hornsgatan
18.0487343;59.3170322;87;Hornsgatan
18.0487717;59.3168231;87A;Hornsgatan
18.0536106;59.317889;88;Hornsgatan
18.0483666;59.3169857;89;Hornsgatan
18.0485552;59.3168157;89A;Hornsgatan
18.0532153;59.3178395;90;Hornsgatan
18.0479529;59.3169344;91;Hornsgatan
18.052857;59.3177947;92;Hornsgatan
18.0470352;59.3166503;93;Hornsgatan
18.0524142;59.3177406;94;Hornsgatan
18.0523072;59.3177257;96;Hornsgatan
18.0517567;59.3176568;98;Hornsgatan
18.0514812;59.3176222;100;Hornsgatan
18.0509473;59.3175564;102;Hornsgatan
18.043599;59.3162656;103;Hornsgatan
18.0497899;59.3174037;104;Hornsgatan
18.049283;59.3173403;106;Hornsgatan
18.0494047;59.3174088;106A;Hornsgatan
18.0492206;59.3173832;106B;Hornsgatan
18.0416582;59.3160907;107;Hornsgatan
18.0489952;59.3173042;108;Hornsgatan
18.041368;59.3160543;109;Hornsgatan
18.048585;59.3172529;110;Hornsgatan
18.0410991;59.3160207;111;Hornsgatan
18.0481937;59.3172039;112;Hornsgatan
18.0402039;59.3159094;113;Hornsgatan
18.0480181;59.3171819;114;Hornsgatan
18.0400039;59.3158837;115;Hornsgatan
18.0474736;59.3171137;116;Hornsgatan
18.0397753;59.3158553;117;Hornsgatan
