LON;LAT;NUMBER;STREET
18.0075619;59.3305795;11;Adlerbethsgatan
18.0063375;59.3308035;13;Adlerbethsgatan
18.0057068;59.3309115;15;Adlerbethsgatan
18.0050642;59.331026;17;Adlerbethsgatan
18.004292;59.3311034;19;Adlerbethsgatan
18.0039163;59.3314632;20;Adlerbethsgatan
18.0039021;59.3312314;21;Adlerbethsgatan
18.0031503;59.3313717;23;Adlerbethsgatan
18.0025249;59.3314838;25;Adlerbethsgatan
18.0018918;59.3317385;29;Adlerbethsgatan
17.9980234;59.3320161;35;Adlerbethsgatan
17.9965909;59.3318816;36;Adlerbethsgatan
17.9965944;59.3318162;38;Adlerbethsgatan
18.0626615;59.3378416;1;Adolf Fredriks Kyrkogata
18.0626306;59.3379365;2;Adolf Fredriks Kyrkogata
18.0625235;59.3378074;3;Adolf Fredriks Kyrkogata
18.0623923;59.3377672;3A;Adolf Fredriks Kyrkogata
18.0610592;59.3374381;5;Adolf Fredriks Kyrkogata
18.0595499;59.3371941;8;Adolf Fredriks Kyrkogata
18.0604798;59.3372765;9A;Adolf Fredriks Kyrkogata
18.0603178;59.3372343;9B;Adolf Fredriks Kyrkogata
18.0591613;59.337091;10;Adolf Fredriks Kyrkogata
18.0598014;59.3371048;11;Adolf Fredriks Kyrkogata
18.0587345;59.3369778;12;Adolf Fredriks Kyrkogata
18.0595658;59.337042;13;Adolf Fredriks Kyrkogata
18.0596058;59.3367942;13A;Adolf Fredriks Kyrkogata
18.0591476;59.3369283;15;Adolf Fredriks Kyrkogata
18.1042193;59.3229241;1;Af Pontins Väg
18.1038866;59.3229776;2;Af Pontins Väg
18.1038385;59.3227685;4;Af Pontins Väg
18.1037561;59.3226124;4X;Af Pontins Väg
18.1042337;59.3226567;5;Af Pontins Väg
18.1039676;59.3224719;6;Af Pontins Väg
18.0966855;59.3542766;4;Ahlsellvägen
18.0969733;59.354255;6;Ahlsellvägen
18.0966212;59.3544665;8;Ahlsellvägen
18.0963663;59.3544842;10;Ahlsellvägen
18.0959469;59.3548067;12;Ahlsellvägen
18.0956888;59.3548257;14;Ahlsellvägen
18.0954116;59.3548462;16;Ahlsellvägen
18.0952114;59.3548609;18;Ahlsellvägen
18.0949621;59.3548792;20;Ahlsellvägen
18.0947067;59.3548981;22;Ahlsellvägen
18.0946341;59.3548417;24;Ahlsellvägen
18.0646337;59.3288901;3;Akademigränd
18.064792;59.328933;6;Akademigränd
18.1044597;59.3020099;2;Aktergatan
18.1045309;59.3020252;4;Aktergatan
18.1041887;59.3021078;5;Aktergatan
18.1048255;59.3018906;6A;Aktergatan
18.1049004;59.3018649;6B;Aktergatan
18.1042358;59.3021429;7;Aktergatan
18.1055273;59.302298;8;Aktergatan
18.104356;59.3022354;9;Aktergatan
18.1048146;59.3020006;10;Aktergatan
18.1043968;59.3022652;11;Aktergatan
18.1047549;59.3021299;12;Aktergatan
18.1044421;59.3023017;13;Aktergatan
18.1049396;59.3022438;14;Aktergatan
18.1051029;59.3023641;16;Aktergatan
18.1045905;59.3023866;17;Aktergatan
18.1052664;59.3024845;18;Aktergatan
18.1049053;59.3025437;19;Aktergatan
18.1059021;59.302902;20;Aktergatan
18.1055564;59.3030469;21;Aktergatan
18.1060996;59.30302;22;Aktergatan
18.1053116;59.3031309;23;Aktergatan
18.1060839;59.303204;24;Aktergatan
18.1057824;59.3031228;25;Aktergatan
18.1062462;59.3031881;26;Aktergatan
18.1058943;59.3032085;27;Aktergatan
18.1055759;59.3034645;29;Aktergatan
18.0214033;59.3344769;1;Akutvägen
18.0213984;59.3344097;2;Akutvägen
18.0215025;59.3345298;3;Akutvägen
18.0217207;59.3343642;4;Akutvägen
18.021548;59.3345233;5;Akutvägen
18.0219726;59.3343263;6;Akutvägen
18.0216197;59.3345132;7;Akutvägen
18.0220903;59.3344474;8;Akutvägen
18.0216879;59.3345036;9;Akutvägen
18.0204652;59.3353109;10;Akutvägen
18.0204739;59.335075;11;Akutvägen
18.0190042;59.3358422;12;Akutvägen
18.0204062;59.3351067;13;Akutvägen
18.0203398;59.3351378;15;Akutvägen
18.0192834;59.3355514;25;Akutvägen
18.0188683;59.3357168;27;Akutvägen
18.0184064;59.3358063;29;Akutvägen
18.018004;59.3354825;31;Akutvägen
18.0176137;59.3355082;33;Akutvägen
18.0719348;59.3095081;1;Allhelgonagatan
18.0712823;59.3092149;2;Allhelgonagatan
18.0722953;59.3095552;3;Allhelgonagatan
18.0722292;59.3093421;4;Allhelgonagatan
18.0727051;59.3096087;5;Allhelgonagatan
18.0734544;59.3095265;6;Allhelgonagatan
18.0731944;59.3096727;7;Allhelgonagatan
18.0738018;59.3095739;8;Allhelgonagatan
18.0741709;59.3096217;10;Allhelgonagatan
18.0736668;59.3097742;11;Allhelgonagatan
18.0745418;59.3096706;12;Allhelgonagatan
18.0740483;59.309825;13;Allhelgonagatan
18.0748781;59.3096997;14;Allhelgonagatan
18.0744126;59.3098737;15;Allhelgonagatan
18.097025;59.324463;1;Allmänna Gränd
18.0971495;59.3246589;2;Allmänna Gränd
18.0957955;59.3242329;3;Allmänna Gränd
18.0960521;59.3243428;3A;Allmänna Gränd
18.0968346;59.3246736;4;Allmänna Gränd
18.0963288;59.3245726;6;Allmänna Gränd
18.0952085;59.3243906;8;Allmänna Gränd
18.0770418;59.3336779;1;Almlöfsgatan
18.0775425;59.3335802;3;Almlöfsgatan
18.1005876;59.3128976;3;Alsnögatan
18.1013584;59.3129877;7;Alsnögatan
18.1025433;59.3133142;9;Alsnögatan
18.1023873;59.3137205;11;Alsnögatan
18.0996534;59.3125754;12;Alsnögatan
18.1000724;59.3124892;14;Alsnögatan
18.1000226;59.3123991;16;Alsnögatan
18.1000069;59.312294;18;Alsnögatan
18.1002893;59.3122534;20;Alsnögatan
18.1006124;59.3122067;22;Alsnögatan
18.1000318;59.3118985;24;Alsnögatan
18.100435;59.3119246;26;Alsnögatan
18.1008928;59.3119;28;Alsnögatan
18.1010474;59.3121438;30;Alsnögatan
18.1019966;59.3126611;40;Alsnögatan
18.1020947;59.3128518;42;Alsnögatan
18.1022117;59.3129252;44;Alsnögatan
18.1023577;59.3130167;46;Alsnögatan
18.102803;59.313296;48;Alsnögatan
18.1034346;59.3135954;50;Alsnögatan
18.0281733;59.3204518;3;Alstaviksvägen
18.0267744;59.320204;5;Alstaviksvägen
18.026884;59.3205404;7;Alstaviksvägen
18.0272178;59.3205604;9;Alstaviksvägen
18.027945;59.320619;9A;Alstaviksvägen
18.0282876;59.3212778;10;Alstaviksvägen
18.0273438;59.3208505;11;Alstaviksvägen
18.0271775;59.3210826;11A;Alstaviksvägen
18.0281311;59.3216324;12;Alstaviksvägen
18.0269951;59.321044;13;Alstaviksvägen
18.0268551;59.321246;15;Alstaviksvägen
18.0267072;59.3212946;17;Alstaviksvägen
18.02638;59.3212847;19;Alstaviksvägen
18.0264559;59.3221693;21;Alstaviksvägen
18.0325358;59.3354766;1;Alströmergatan
18.0328833;59.3355515;2;Alströmergatan
18.0329195;59.335836;2A;Alströmergatan
18.0325714;59.3356018;4;Alströmergatan
18.0323952;59.3356302;6;Alströmergatan
18.0310244;59.33557;7;Alströmergatan
18.0321966;59.3356622;8;Alströmergatan
18.0324026;59.3358814;8A;Alströmergatan
18.032671;59.3358496;8B;Alströmergatan
18.0309452;59.3354328;9;Alströmergatan
18.0320335;59.3357454;10;Alströmergatan
18.0308484;59.335265;11;Alströmergatan
18.0311924;59.3358244;12;Alströmergatan
18.031019;59.335651;13;Alströmergatan
18.030417;59.3359491;14;Alströmergatan
18.0309312;59.3356651;15;Alströmergatan
18.0299338;59.336027;16;Alströmergatan
18.0292286;59.3361407;18;Alströmergatan
18.0305962;59.3357183;19;Alströmergatan
18.0285651;59.3362476;20;Alströmergatan
18.0288371;59.3362038;20A;Alströmergatan
18.0283102;59.3362887;20B;Alströmergatan
18.0304728;59.3356463;21;Alströmergatan
18.027678;59.3363906;22;Alströmergatan
18.0303744;59.3354978;23;Alströmergatan
18.0302779;59.3353292;25;Alströmergatan
18.0302322;59.3352844;25B;Alströmergatan
18.0302854;59.3357639;29;Alströmergatan
18.0299918;59.3358112;31;Alströmergatan
18.025942;59.336763;32;Alströmergatan
18.0260486;59.3368039;32A;Alströmergatan
18.0261315;59.3369007;32B;Alströmergatan
18.0260959;59.3370575;32C;Alströmergatan
18.0260574;59.3372274;32D;Alströmergatan
18.0260355;59.3373238;32E;Alströmergatan
18.0260544;59.3374033;32F;Alströmergatan
18.0261065;59.3375135;32G;Alströmergatan
18.0262783;59.3374981;32H;Alströmergatan
18.026566;59.3374639;32I;Alströmergatan
18.0265108;59.3373624;32K;Alströmergatan
18.0265667;59.3372518;32L;Alströmergatan
18.0266704;59.3371463;32M;Alströmergatan
18.0267459;59.3370703;32N;Alströmergatan
18.0268376;59.3369778;32O;Alströmergatan
18.0269481;59.3368665;32P;Alströmergatan
18.0270628;59.3367508;32Q;Alströmergatan
18.0270497;59.3366415;32R;Alströmergatan
18.0268667;59.3366577;32S;Alströmergatan
18.0266155;59.336737;32T;Alströmergatan
18.0263221;59.3367902;32U;Alströmergatan
18.0296859;59.335549;33;Alströmergatan
18.0255057;59.3367203;34;Alströmergatan
18.0296082;59.3354169;35;Alströmergatan
18.0295716;59.3353679;35A;Alströmergatan
18.0252739;59.3366487;36;Alströmergatan
18.0294583;59.3358309;37;Alströmergatan
18.0285796;59.3361141;39;Alströmergatan
18.0286095;59.3360682;39A;Alströmergatan
18.0283486;59.3357882;39B;Alströmergatan
18.0283636;59.3359409;39C;Alströmergatan
18.0281114;59.3361907;41;Alströmergatan
18.0277408;59.3362504;43;Alströmergatan
18.0274243;59.3363006;45;Alströmergatan
18.027489;59.3361311;45A;Alströmergatan
18.0272509;59.3360817;45B;Alströmergatan
18.027359;59.3359076;45C;Alströmergatan
18.0272661;59.3358146;45D;Alströmergatan
18.0267251;59.3363851;47;Alströmergatan
18.0261538;59.3365123;49;Alströmergatan
18.0258225;59.336573;51;Alströmergatan
17.9816998;59.3188156;1;Aluddsparken
17.9820444;59.3184623;3;Aluddsparken
17.9814691;59.318253;5;Aluddsparken
17.981296;59.3185526;7A;Aluddsparken
17.981186;59.3185648;7B;Aluddsparken
17.9810747;59.3185314;7C;Aluddsparken
17.9809164;59.3187443;7D;Aluddsparken
17.980653;59.319097;3A;Aluddsvägen
17.9806274;59.3191942;3B;Aluddsvägen
17.9807847;59.3193624;3C;Aluddsvägen
17.9809114;59.3194574;3D;Aluddsvägen
17.9801966;59.3192138;3E;Aluddsvägen
17.980406;59.3195265;3F;Aluddsvägen
17.9805457;59.3197298;3G;Aluddsvägen
17.9803711;59.3199168;3H;Aluddsvägen
17.9804808;59.3200539;3I;Aluddsvägen
17.9806931;59.3201336;3J;Aluddsvägen
17.9810302;59.3196561;5;Aluddsvägen
17.9817231;59.3190254;6;Aluddsvägen
17.9812691;59.3198676;7;Aluddsvägen
17.9813479;59.3191822;8;Aluddsvägen
17.9814449;59.3200342;9;Aluddsvägen
17.9811926;59.3194946;10;Aluddsvägen
17.9817622;59.3201467;11;Aluddsvägen
17.9815055;59.3196192;12;Aluddsvägen
17.9819611;59.3203159;13;Aluddsvägen
17.981622;59.3198368;14;Aluddsvägen
17.9823574;59.320286;15;Aluddsvägen
17.9819242;59.3200185;16;Aluddsvägen
17.9823718;59.3200644;18;Aluddsvägen
18.0605207;59.3706751;1;Amanuensvägen
18.0616676;59.3704303;1B;Amanuensvägen
18.0607864;59.3703892;2;Amanuensvägen
18.0625229;59.3702531;3;Amanuensvägen
18.0614664;59.3702709;4;Amanuensvägen
18.0636816;59.3700735;5;Amanuensvägen
18.0638364;59.3700701;5B;Amanuensvägen
18.0619342;59.3701931;6;Amanuensvägen
18.0624684;59.3701658;8;Amanuensvägen
18.0635447;59.3699603;10;Amanuensvägen
18.0640917;59.3698171;12;Amanuensvägen
18.0659392;59.3694718;14;Amanuensvägen
18.0448497;59.3308507;1;Amarantergränd
18.0813032;59.3256954;1;Amiralitetsbacken
18.0813552;59.3254943;3;Amiralitetsbacken
18.025341;59.3186408;1;Anders Reimers Väg
18.0255519;59.3186834;2;Anders Reimers Väg
18.0255793;59.3188772;4;Anders Reimers Väg
18.0257017;59.3191748;6;Anders Reimers Väg
18.0246849;59.3190604;7;Anders Reimers Väg
18.0257421;59.3192464;8;Anders Reimers Väg
18.0243079;59.3195609;9;Anders Reimers Väg
18.0241739;59.3195099;9A;Anders Reimers Väg
18.0256554;59.3192922;10;Anders Reimers Väg
18.0236034;59.3196069;11;Anders Reimers Väg
18.0254139;59.3193206;12;Anders Reimers Väg
18.022904;59.3196535;13;Anders Reimers Väg
18.0251752;59.3193487;14;Anders Reimers Väg
18.0222078;59.3196995;15;Anders Reimers Väg
18.0249374;59.3193767;16;Anders Reimers Väg
18.0216074;59.3196701;17;Anders Reimers Väg
18.024813;59.3194449;18;Anders Reimers Väg
18.1101659;59.3482475;7;Andra Bassängvägen
18.1104211;59.3479959;8A;Andra Bassängvägen
18.1104338;59.3481189;8B;Andra Bassängvägen
18.1104653;59.3484239;10;Andra Bassängvägen
18.1095816;59.34829;11;Andra Bassängvägen
18.1105642;59.3489268;18;Andra Bassängvägen
18.1105701;59.3491317;20;Andra Bassängvägen
18.1072538;59.3555373;2;Andra Tvärvägen
18.1000313;59.3233628;2;Andréegatan
18.0999834;59.323144;5;Andréegatan
18.0997452;59.3231423;6;Andréegatan
18.0998776;59.3229299;7;Andréegatan
18.0996804;59.3230934;8;Andréegatan
18.0698849;59.3253571;1;Ankargränd
18.0697547;59.3253695;2;Ankargränd
18.0695984;59.3252778;5;Ankargränd
18.0695583;59.3253098;6;Ankargränd
18.0355422;59.3470812;1;Anna Steckséns Gata
18.0362343;59.3473985;1;Anna Whitlocks Gata
18.0364323;59.3475213;2;Anna Whitlocks Gata
18.0361857;59.3474493;3;Anna Whitlocks Gata
18.0363689;59.3476041;4;Anna Whitlocks Gata
18.0361163;59.3475142;5;Anna Whitlocks Gata
18.036328;59.3476411;6;Anna Whitlocks Gata
18.0360965;59.3475395;7;Anna Whitlocks Gata
18.0362791;59.3476875;8;Anna Whitlocks Gata
18.0358299;59.3477853;9;Anna Whitlocks Gata
18.0362474;59.3477289;10;Anna Whitlocks Gata
18.0356225;59.3479889;11;Anna Whitlocks Gata
18.0360348;59.3479235;12;Anna Whitlocks Gata
18.0355947;59.3480234;13;Anna Whitlocks Gata
18.0360032;59.3479649;14;Anna Whitlocks Gata
18.0358247;59.3481453;16;Anna Whitlocks Gata
18.0460369;59.3181048;1;Ansgariegatan
18.0460093;59.3172172;8;Ansgariegatan
18.0461186;59.3170609;10;Ansgariegatan
18.065033;59.3364416;27;Apelbergsgatan
18.0645783;59.3363299;29;Apelbergsgatan
18.0643394;59.3362676;31;Apelbergsgatan
18.0635779;59.3360687;33;Apelbergsgatan
18.0648237;59.3365138;34;Apelbergsgatan
18.0627106;59.3358539;35;Apelbergsgatan
18.0645293;59.3364376;36;Apelbergsgatan
18.0619744;59.3356614;39;Apelbergsgatan
18.0640434;59.3363102;40;Apelbergsgatan
18.0618437;59.3356278;41;Apelbergsgatan
18.0635491;59.3361577;42;Apelbergsgatan
18.0624223;59.3358631;44;Apelbergsgatan
18.0618431;59.3357195;46;Apelbergsgatan
18.0610254;59.3355079;48;Apelbergsgatan
18.0607393;59.3354337;50;Apelbergsgatan
18.0595811;59.3350469;51;Apelbergsgatan
18.0603263;59.3353255;52;Apelbergsgatan
18.0591784;59.3349401;53;Apelbergsgatan
18.0597271;59.3351691;54;Apelbergsgatan
18.0587752;59.3348387;55;Apelbergsgatan
18.0593764;59.335078;56;Apelbergsgatan
18.0583569;59.3347307;57;Apelbergsgatan
18.0588321;59.3349365;58;Apelbergsgatan
18.0579854;59.3346349;59;Apelbergsgatan
18.058432;59.3348323;60;Apelbergsgatan
18.058035;59.3347358;62;Apelbergsgatan
18.0276713;59.3328023;2;Arbetargatan
18.027645;59.3329069;8;Arbetargatan
18.0278156;59.3336258;12;Arbetargatan
18.0271637;59.3332011;15;Arbetargatan
18.0272565;59.3333587;17;Arbetargatan
18.0273499;59.333517;19;Arbetargatan
18.0281048;59.3341077;20;Arbetargatan
18.0274725;59.3341329;21;Arbetargatan
18.0276845;59.3341359;21B;Arbetargatan
18.0281785;59.3342332;22;Arbetargatan
18.0268646;59.3344765;23A;Arbetargatan
18.0269792;59.3346938;23B;Arbetargatan
18.0283374;59.3343558;24A;Arbetargatan
18.0288325;59.3341845;24B;Arbetargatan
18.0273881;59.3344008;25A;Arbetargatan
18.0275196;59.3346242;25B;Arbetargatan
18.0284339;59.3346678;26;Arbetargatan
18.0283938;59.3345991;26A;Arbetargatan
18.0276858;59.3342973;27A;Arbetargatan
18.0278754;59.3346188;27B;Arbetargatan
18.0285392;59.3344995;28A;Arbetargatan
18.0285399;59.3346563;28B;Arbetargatan
18.0286008;59.3347554;28C;Arbetargatan
18.0288462;59.3347411;28D;Arbetargatan
18.0289763;59.3344824;28E;Arbetargatan
18.028183;59.3348615;29;Arbetargatan
18.0289027;59.33532;30;Arbetargatan
18.0291919;59.3352975;30A;Arbetargatan
18.0289313;59.3353637;30B;Arbetargatan
18.0283762;59.3351897;31;Arbetargatan
18.0289967;59.335469;32;Arbetargatan
18.028582;59.3355405;33;Arbetargatan
18.0285327;59.3354568;33A;Arbetargatan
18.0286304;59.3356229;33B;Arbetargatan
18.0281444;59.3355489;33C;Arbetargatan
18.0281924;59.3356282;33D;Arbetargatan
18.0276966;59.3355869;33E;Arbetargatan
18.0277557;59.3356841;33F;Arbetargatan
18.0291232;59.3356833;34;Arbetargatan
18.0291922;59.3358003;36;Arbetargatan
18.0647578;59.32535;1;Arkivgatan
18.0641973;59.325677;3;Arkivgatan
18.0889181;59.3447876;1;Armfeltsgatan
18.0881309;59.3448772;2;Armfeltsgatan
18.0891299;59.3446813;3;Armfeltsgatan
18.0882877;59.3447715;4;Armfeltsgatan
18.0893317;59.3445799;5;Armfeltsgatan
18.0884673;59.344667;6;Armfeltsgatan
18.0895485;59.3444755;7;Armfeltsgatan
18.088671;59.3445657;8;Armfeltsgatan
18.0898664;59.3443404;9;Armfeltsgatan
18.0889641;59.3444396;10;Armfeltsgatan
18.0903413;59.3443649;11;Armfeltsgatan
18.0889707;59.3443776;12;Armfeltsgatan
18.0893377;59.3442832;14;Armfeltsgatan
18.0897069;59.3441362;16;Armfeltsgatan
18.0902546;59.3439354;18;Armfeltsgatan
18.0905148;59.3438617;20;Armfeltsgatan
18.0905532;59.3441066;21;Armfeltsgatan
18.0907678;59.34379;22;Armfeltsgatan
18.0908533;59.3440215;23;Armfeltsgatan
18.0910628;59.3437064;24;Armfeltsgatan
18.0911405;59.34394;25;Armfeltsgatan
18.0913733;59.3436183;26;Armfeltsgatan
18.0914334;59.343857;27;Armfeltsgatan
18.0752196;59.3317745;1;Arsenalsgatan
18.0749313;59.3317227;2;Arsenalsgatan
18.0749296;59.3314355;3;Arsenalsgatan
18.0747894;59.3315377;4;Arsenalsgatan
18.0746814;59.33112;5;Arsenalsgatan
18.0746544;59.3313589;6;Arsenalsgatan
18.0742866;59.3308272;7;Arsenalsgatan
18.0745704;59.3312481;8A;Arsenalsgatan
18.074496;59.3311552;8B;Arsenalsgatan
18.074427;59.3310689;8C;Arsenalsgatan
18.0738237;59.3307155;9;Arsenalsgatan
18.0739759;59.3309271;10;Arsenalsgatan
18.0734988;59.3307821;10A;Arsenalsgatan
18.0732806;59.3305614;11;Arsenalsgatan
18.0732508;59.3307269;12;Arsenalsgatan
18.1028616;59.3541287;2;Artemisgatan
18.1015845;59.3540329;3A;Artemisgatan
18.1014447;59.3541484;3B;Artemisgatan
18.1021488;59.3541492;4;Artemisgatan
18.1012768;59.3542544;5A;Artemisgatan
18.1011171;59.3543826;5B;Artemisgatan
18.1020083;59.3542376;6A;Artemisgatan
18.1018918;59.354311;6B;Artemisgatan
18.1009754;59.354472;7;Artemisgatan
18.1017478;59.3544017;8;Artemisgatan
18.1005832;59.3547405;9;Artemisgatan
18.1019236;59.3547578;10;Artemisgatan
18.1003276;59.3546346;11;Artemisgatan
18.1010616;59.3549389;12;Artemisgatan
18.1002604;59.3550188;13;Artemisgatan
18.1007201;59.3551797;14;Artemisgatan
18.100061;59.3551456;15;Artemisgatan
18.1005756;59.3552708;16;Artemisgatan
18.099921;59.3552378;17;Artemisgatan
18.1003888;59.3553883;18;Artemisgatan
18.0993248;59.3556137;19;Artemisgatan
18.0994749;59.3555238;19T;Artemisgatan
18.1002378;59.3554836;20;Artemisgatan
18.0992294;59.3556738;21;Artemisgatan
18.0997522;59.3557864;22;Artemisgatan
18.0990272;59.3558011;23;Artemisgatan
18.0996098;59.3558762;24;Artemisgatan
18.0986968;59.3558789;25;Artemisgatan
18.099269;59.3560908;26;Artemisgatan
18.097454;59.3555752;27;Artemisgatan
18.0990748;59.3562129;28;Artemisgatan
18.097315;59.3556631;29;Artemisgatan
18.0987762;59.3564008;30;Artemisgatan
18.0986299;59.356376;30A;Artemisgatan
18.0972213;59.3558839;31;Artemisgatan
18.0986038;59.3565093;32;Artemisgatan
18.0974466;59.3559773;33;Artemisgatan
18.0975769;59.3559889;35;Artemisgatan
18.0977706;59.3558665;37;Artemisgatan
18.0979532;59.3557512;39;Artemisgatan
18.0980742;59.3561137;41;Artemisgatan
18.0982388;59.3561602;43;Artemisgatan
18.0984658;59.3559963;45;Artemisgatan
18.0985262;59.3559937;47A;Artemisgatan
18.0986026;59.3560253;47B;Artemisgatan
18.0985455;59.3561109;49A;Artemisgatan
18.0984231;59.3561882;49B;Artemisgatan
18.0983112;59.3562586;49C;Artemisgatan
18.0978909;59.3564876;51;Artemisgatan
18.097772;59.3565626;53;Artemisgatan
18.0976486;59.3566406;55;Artemisgatan
18.0975791;59.3566845;55A;Artemisgatan
18.0975172;59.3567234;57;Artemisgatan
18.0973927;59.356802;59;Artemisgatan
18.0972766;59.3568803;61;Artemisgatan
18.0971074;59.3569872;63;Artemisgatan
18.0968299;59.3570918;65;Artemisgatan
18.0963969;59.3570029;69;Artemisgatan
18.0960719;59.3568673;71;Artemisgatan
18.0958987;59.3566885;73;Artemisgatan
18.0959961;59.3565715;75;Artemisgatan
18.0961507;59.3564744;77;Artemisgatan
18.0963187;59.356369;79;Artemisgatan
18.0964471;59.3562884;81;Artemisgatan
18.0965996;59.3561928;83;Artemisgatan
18.0965305;59.3558545;84;Artemisgatan
18.0967312;59.3561101;85;Artemisgatan
18.0976979;59.35498;89;Artemisgatan
18.0979633;59.3548592;91;Artemisgatan
18.0982086;59.3548323;93;Artemisgatan
18.0799542;59.3325112;2;Artillerigatan
18.0798505;59.3323777;2A;Artillerigatan
18.0800717;59.3326624;4;Artillerigatan
18.0802005;59.332829;6;Artillerigatan
18.0803906;59.3330598;8;Artillerigatan
18.0805294;59.333247;10;Artillerigatan
18.0806941;59.3334618;12;Artillerigatan
18.0809874;59.3338324;14;Artillerigatan
18.0810949;59.3339676;16;Artillerigatan
18.0815897;59.3338947;16B;Artillerigatan
18.0815259;59.3338369;16C;Artillerigatan
18.0811738;59.3340672;18;Artillerigatan
18.0815649;59.3342472;20;Artillerigatan
18.0816844;59.3344026;22;Artillerigatan
18.0820081;59.3356218;23;Artillerigatan
18.0817993;59.3345425;24;Artillerigatan
18.082176;59.335837;25;Artillerigatan
18.0816681;59.3346944;26;Artillerigatan
18.0821414;59.3345744;26A;Artillerigatan
18.0819364;59.334596;26B;Artillerigatan
18.0822866;59.3359797;27;Artillerigatan
18.0817893;59.3348476;28;Artillerigatan
18.0818975;59.3348359;28A;Artillerigatan
18.0820867;59.334821;28B;Artillerigatan
18.0823267;59.3347548;28C;Artillerigatan
18.0824484;59.3361877;29;Artillerigatan
18.0819615;59.3350723;30;Artillerigatan
18.0820735;59.3352198;32;Artillerigatan
18.0825497;59.3363177;33;Artillerigatan
18.0826503;59.3364449;35;Artillerigatan
18.0825903;59.3358919;36;Artillerigatan
18.0827059;59.3360405;38;Artillerigatan
18.0831918;59.3359372;38A;Artillerigatan
18.0828454;59.3362194;40;Artillerigatan
18.0833415;59.3361561;40A;Artillerigatan
18.0832926;59.3360809;40B;Artillerigatan
18.0830935;59.3370171;41;Artillerigatan
18.0830147;59.3364368;42;Artillerigatan
18.0832078;59.337164;43;Artillerigatan
18.0832731;59.3367689;44;Artillerigatan
18.0833271;59.3373173;45;Artillerigatan
18.0834671;59.3370182;46;Artillerigatan
18.0834367;59.3374579;47;Artillerigatan
18.0832316;59.337459;47A;Artillerigatan
18.0836613;59.3372677;48;Artillerigatan
18.0835821;59.337645;49;Artillerigatan
18.0837879;59.3374306;50;Artillerigatan
18.0839086;59.3380674;51;Artillerigatan
18.0839279;59.3376104;52;Artillerigatan
18.0840778;59.3382818;53;Artillerigatan
18.0842528;59.3385067;55;Artillerigatan
18.0844239;59.3382476;56;Artillerigatan
18.0846967;59.3390772;57;Artillerigatan
18.0845632;59.3384266;58;Artillerigatan
18.0849265;59.3393693;59;Artillerigatan
18.0851507;59.3391369;60;Artillerigatan
18.0860241;59.3403145;62A;Artillerigatan
18.0862964;59.3406638;62B;Artillerigatan
18.0851711;59.3396865;63;Artillerigatan
18.086685;59.3409899;64;Artillerigatan
18.0852955;59.3398463;65;Artillerigatan
18.0874142;59.3409047;66;Artillerigatan
18.0854565;59.3400526;67;Artillerigatan
18.0881343;59.3420441;68A;Artillerigatan
18.088182;59.342244;68B;Artillerigatan
18.0857258;59.3403987;69;Artillerigatan
18.0856155;59.3405167;69A;Artillerigatan
18.0851995;59.3406018;69B;Artillerigatan
18.088272;59.3421164;70A;Artillerigatan
18.0883067;59.3421461;70B;Artillerigatan
18.0885891;59.3423885;72A;Artillerigatan
18.0886239;59.3424183;72B;Artillerigatan
18.088855;59.3428271;74;Artillerigatan
18.0859756;59.3407197;75;Artillerigatan
18.0889782;59.3429409;76;Artillerigatan
18.0861562;59.3409399;77;Artillerigatan
18.089157;59.3431061;78;Artillerigatan
18.0863242;59.3411152;79;Artillerigatan
18.0892948;59.3432334;80;Artillerigatan
18.0865187;59.3413182;81;Artillerigatan
18.0894481;59.343375;82;Artillerigatan
18.0873184;59.3420596;83;Artillerigatan
18.0895994;59.3435149;84;Artillerigatan
18.0875852;59.3422901;85;Artillerigatan
18.0897528;59.3436564;86;Artillerigatan
18.0877655;59.3424445;87;Artillerigatan
18.0879616;59.342612;89;Artillerigatan
18.0883181;59.3429266;91;Artillerigatan
18.0885653;59.3431249;93;Artillerigatan
18.0887794;59.3432961;95;Artillerigatan
18.0890685;59.3435273;97;Artillerigatan
18.0893707;59.3437687;99;Artillerigatan
18.0945631;59.3455141;1;Askrikegatan
18.0950085;59.3453707;3;Askrikegatan
18.0950578;59.3447849;4;Askrikegatan
18.0956882;59.345114;5;Askrikegatan
18.0961524;59.3449588;7;Askrikegatan
18.0966715;59.3448087;9;Askrikegatan
18.0970576;59.3445893;11;Askrikegatan
18.0975699;59.3444526;13;Askrikegatan
18.0983336;59.3443911;15;Askrikegatan
18.0986611;59.3443119;17;Askrikegatan
18.0991996;59.3441859;19;Askrikegatan
18.0999439;59.3440285;21;Askrikegatan
18.0683615;59.3104336;2;Assessorsgatan
18.068456;59.3102523;4;Assessorsgatan
18.0685541;59.3100646;6;Assessorsgatan
18.0685982;59.3094533;10;Assessorsgatan
18.0688287;59.3095495;10A;Assessorsgatan
18.0686564;59.3093296;12;Assessorsgatan
18.0687052;59.3092273;14;Assessorsgatan
18.0683872;59.3092108;14B;Assessorsgatan
18.0686634;59.3090251;16A;Assessorsgatan
18.0683435;59.3089498;18B;Assessorsgatan
18.0682874;59.3087832;18C;Assessorsgatan
18.068075;59.3088413;18D;Assessorsgatan
18.0679245;59.3088845;18E;Assessorsgatan
